S.No.,EmployeeID,Managerial Status,Team Size,Work Schedule Flexibility,Project Type,Tenure,Work Hours Per Week,Commute Distance,Churn
2897,9522-ZSINC,Manager,Medium,Fixed,Maintenance,19,28.9975,1.5076,No
2898,8234-GSZYK,Manager,Large,Flexible,Research,49,29.3225,3.2201,No
2899,6505-OZNPG,Non-Manager,Large,Fixed,Development,12,31.17,1.6976,No
2900,6164-HAQTX,Non-Manager,Large,Flexible,Research,77,30.6975,8.7773,No
2901,0679-IDSTG,Manager,Small,Fixed,Maintenance,7,31.4625,1.1385,Yes
2902,7765-LWVVH,Manager,Large,Fixed,Maintenance,78,32.755,14.6863,No
2903,1658-TJVOA,Manager,Small,Fixed,Maintenance,12,31.705,1.9018,No
2904,0953-LGOVU,Non-Manager,Small,Flexible,Development,18,29.775,1.8645,No
2905,2115-BFTIW,Manager,Small,Flexible,Development,31,31.5475,4.5347,Yes
2906,4692-NNQRU,Manager,Medium,Flexible,Maintenance,27,31.96,4.4849,No
2907,7742-MYPGI,Manager,Small,Fixed,Development,12,30.44,1.5947,No
2908,0611-DFXKO,Manager,Small,Fixed,Development,26,32.45,4.6409,Yes
2909,7780-OTDSO,Manager,Small,Fixed,Maintenance,24,32.97,4.4859,Yes
2910,9619-GSATL,Manager,Medium,Flexible,Maintenance,49,30.7725,5.8885,No
2911,5622-UEJFI,Manager,Large,Fixed,Support,41,29.27,2.8996,No
2912,9747-DDZOS,Manager,Small,Flexible,Research,7,31.675,1.147,Yes
2913,0674-DGMAQ,Manager,Small,Fixed,Maintenance,38,32.675,6.9416,No
2914,6203-HBZPA,Non-Manager,Large,Flexible,Support,58,31.195,7.6699,No
2915,0484-FFVBJ,Manager,Medium,Fixed,Research,38,31.2425,5.0219,No
2916,0301-FIDRB,Non-Manager,Large,Fixed,Research,78,31.19,10.3686,No
2917,4139-JPIAM,Non-Manager,Small,Fixed,Support,57,30.2225,5.3631,No
2918,2181-TIDSV,Manager,Large,Fixed,Research,74,28.9975,3.6065,No
2919,2761-XECQW,Non-Manager,Small,Fixed,Development,14,30.1675,1.7428,No
2920,1936-CZAKF,Non-Manager,Large,Flexible,Support,55,30.4825,5.8198,No
2921,9453-PATOS,Manager,Large,Flexible,Development,78,32.255,13.3108,No
2922,0564-JJHGS,Manager,Small,Fixed,Maintenance,15,32.775,2.6582,Yes
2923,3348-CFRNX,Manager,Small,Fixed,Development,34,32.6175,6.2058,Yes
2924,4402-FTBXC,Manager,Small,Flexible,Development,60,32.49,10.334,No
2925,1428-GTBJJ,Manager,Small,Fixed,Maintenance,17,31.7275,2.6495,Yes
2926,2931-XIQBR,Manager,Medium,Flexible,Development,56,33.1525,11.307,No
2927,0106-UGRDO,Manager,Large,Fixed,Maintenance,75,33.8,17.3657,No
2928,5542-TBBWB,Manager,Small,Fixed,Maintenance,7,31.495,1.1398,No
2929,1930-QPBVZ,Manager,Large,Flexible,Research,74,32.755,14.3668,No
2930,2606-PKWJB,Non-Manager,Medium,Flexible,Development,46,30.0125,4.1281,No
2931,5322-ZSMZY,Manager,Large,Flexible,Development,37,29.2875,2.5112,No
2932,8059-UDZFY,Manager,Small,Fixed,Research,39,33.2675,7.9301,No
2933,7740-BTPUX,Manager,Large,Fixed,Maintenance,61,33.68,13.5854,No
2934,5220-AGAAX,Manager,Large,Fixed,Research,74,29.2,4.3286,No
2935,0208-BPQEJ,Manager,Small,Flexible,Research,18,28.97,1.3962,No
2936,9435-JMLSX,Manager,Large,Fixed,Research,77,32.305,13.0918,No
2937,3352-ALMCK,Manager,Small,Fixed,Development,46,33.1325,9.2163,No
2938,5312-IRCFR,Manager,Medium,Fixed,Maintenance,70,32.6425,12.9615,No
2939,5294-IMHHT,Manager,Medium,Flexible,Research,59,32.8875,11.0864,No
2940,8802-UNOJF,Manager,Small,Fixed,Development,18,32.19,3.0595,Yes
2941,6313-GIDIT,Non-Manager,Small,Fixed,Maintenance,59,30.7225,6.7091,Yes
2942,6176-YJWAS,Manager,Large,Fixed,Support,78,32.8975,15.2285,No
2943,5310-NOOVA,Manager,Large,Flexible,Maintenance,52,28.9975,2.8141,No
2944,4526-EXKKN,Manager,Large,Fixed,Development,46,29.23,2.9479,No
2945,5311-IHLEI,Non-Manager,Small,Fixed,Research,18,30.5475,2.2115,No
2946,3987-KQDDU,Manager,Small,Flexible,Maintenance,15,31.78,2.3231,No
2947,3404-JNXAX,Manager,Small,Fixed,Maintenance,57,32.0375,9.2338,No
2948,5131-PONJI,Manager,Small,Fixed,Support,55,32.52,9.9893,No
2949,2845-AFFTX,Manager,Small,Fixed,Maintenance,47,32.99,9.5186,Yes
2950,3489-VSFRD,Manager,Medium,Fixed,Support,62,31.0125,7.5655,No
2951,3345-JHUEO,Manager,Small,Fixed,Maintenance,10,29.01,1.1114,No
2952,5815-HGGHV,Manager,Medium,Fixed,Development,26,31.2075,3.5489,No
2953,5260-UMPWX,Manager,Small,Fixed,Support,32,29.0125,1.9879,No
2954,2249-YPRNG,Manager,Small,Fixed,Research,26,33.2925,5.4793,Yes
2955,7410-YTJIK,Manager,Small,Flexible,Development,13,31.7725,1.9615,Yes
2956,4626-GYCZP,Manager,Small,Fixed,Maintenance,13,32.6925,2.2712,Yes
2957,5649-RXQTV,Manager,Small,Fixed,Maintenance,57,32.95,11.0763,No
2958,2674-MIAHT,Manager,Small,Fixed,Development,10,32.015,1.6484,No
2959,2576-HXMPA,Manager,Small,Flexible,Support,7,28.9775,1.0391,No
2960,7587-AOVVU,Manager,Small,Flexible,Maintenance,33,33.0375,6.5871,No
2961,5590-BYNII,Manager,Small,Fixed,Maintenance,28,33.0375,5.19,Yes
2962,6898-MDLZW,Manager,Small,Fixed,Development,18,30.6875,2.2973,No
2963,3237-AJGEH,Non-Manager,Small,Fixed,Development,9,29.55,1.1901,Yes
2964,4707-YNOQA,Manager,Medium,Fixed,Support,40,29.28,2.8343,No
2965,9357-UJRUN,Manager,Medium,Fixed,Maintenance,30,30.9175,3.6938,No
2966,1591-NFNLQ,Manager,Small,Flexible,Support,57,32,9.4847,Yes
2967,8648-PFRMP,Non-Manager,Small,Fixed,Maintenance,20,30.3175,2.3454,No
2968,7663-CUXZB,Manager,Large,Flexible,Maintenance,65,33.6875,14.1225,No
2969,0258-NOKBL,Manager,Small,Flexible,Maintenance,9,32.52,1.5369,No
2970,1163-VIPRI,Manager,Large,Flexible,Maintenance,71,33.465,15.6751,No
2971,2815-CPTUL,Manager,Small,Fixed,Development,11,31.5125,1.6638,Yes
2972,9348-ROUAI,Manager,Large,Flexible,Support,65,32.515,11.3881,No
2973,9443-JUBUO,Non-Manager,Large,Fixed,Support,78,31.2625,9.9577,No
2974,0596-BQCEQ,Manager,Small,Fixed,Maintenance,68,33.0075,13.5666,Yes
2975,1481-ZUWZA,Manager,Small,Fixed,Support,34,32.725,6.3188,Yes
2976,3043-TYBNO,Manager,Small,Flexible,Development,9,31.0325,1.3938,No
2977,4830-FAXFM,Manager,Small,Fixed,Support,25,29.205,1.8784,No
2978,5906-BFOZT,Manager,Small,Fixed,Development,7,28.975,1.039,No
2979,2960-NKRSO,Manager,Small,Fixed,Maintenance,30,32.2975,5.2143,No
2980,8996-ZROXE,Manager,Medium,Fixed,Maintenance,63,30.675,7.0716,No
2981,5598-IKHQQ,Manager,Large,Flexible,Support,78,29.2725,4.7329,No
2982,0397-ZXWQF,Manager,Large,Flexible,Research,73,29.025,3.8619,No
2983,5266-PFRQK,Manager,Medium,Fixed,Support,58,29.0425,3.1432,No
2984,4674-HGNUA,Manager,Large,Flexible,Support,77,32.495,13.9143,No
2985,6765-MBQNU,Manager,Medium,Flexible,Development,32,29.3,2.3681,No
2986,9786-IJYDL,Manager,Large,Fixed,Development,41,33.66,8.8281,No
2987,1303-SRDOK,Manager,Large,Fixed,Support,61,31.4525,8.6852,No
2988,3769-MHZNV,Manager,Large,Flexible,Development,39,29.005,2.3407,No
2989,6295-OSINB,Manager,Large,Fixed,Maintenance,78,33.4825,16.7605,No
2990,3308-MHOOC,Manager,Small,Fixed,Development,7,28.96,1.0384,No
2991,2309-OSFEU,Non-Manager,Small,Fixed,Development,16,29.695,1.5969,Yes
2992,2207-QPJED,Manager,Small,Flexible,Maintenance,43,32.5,7.7435,No
2993,4177-JPDFU,Non-Manager,Small,Flexible,Development,18,29.7,1.8849,No
2994,2239-CFOUJ,Manager,Medium,Flexible,Development,7,29.02,1.0408,No
2995,8046-DNVTL,Non-Manager,Large,Fixed,Support,68,29.93,5.6911,No
2996,2209-XADXF,Non-Manager,Small,Flexible,Research,7,29.2625,1.0505,No
2997,6620-JDYNW,Manager,Small,Fixed,Development,24,31.03,3.3127,No
2998,1891-FZYSA,Manager,Small,Fixed,Maintenance,75,32.4975,13.2863,Yes
2999,4770-UEZOX,Manager,Small,Fixed,Maintenance,8,31.7375,1.2896,No
3000,1038-RQOST,Manager,Small,Flexible,Development,25,29.03,1.8299,No
3001,7613-LLQFO,Manager,Small,Fixed,Maintenance,18,32.2225,3.1191,Yes
3002,4568-TTZRT,Manager,Small,Flexible,Development,15,29.02,1.3636,No
3003,9513-DXHDA,Manager,Medium,Flexible,Maintenance,33,32.085,5.4251,No
3004,2640-PMGFL,Manager,Small,Fixed,Maintenance,33,31.975,5.3611,Yes
3005,3801-HMYNL,Manager,Small,Flexible,Development,7,32.4575,1.1783,Yes
3006,0516-QREYC,Manager,Small,Fixed,Development,30,29.015,1.9199,No
3007,9685-WKZGT,Manager,Small,Fixed,Maintenance,20,31.7475,3.0735,Yes
3008,6022-UGGSO,Manager,Small,Fixed,Maintenance,38,31.72,5.5539,Yes
3009,8084-OIVBS,Manager,Medium,Flexible,Development,17,29,1.4239,No
3010,8896-BQTTI,Manager,Small,Fixed,Development,7,29.25,1.05,No
3011,3865-QBWSJ,Manager,Small,Fixed,Development,44,32.0225,7.3253,No
3012,3352-RICWQ,Manager,Large,Flexible,Development,15,28.9875,1.4213,No
3013,2160-GPFXD,Manager,Large,Fixed,Support,60,31.2825,8.1334,No
3014,2065-MMKGR,Manager,Medium,Fixed,Support,35,31.55,5.1602,No
3015,5857-TYBCJ,Manager,Small,Fixed,Maintenance,50,32.46,9.0804,No
3016,1498-NHTLT,Manager,Large,Fixed,Maintenance,65,32.3375,11.372,No
3017,4484-CGXFK,Manager,Small,Fixed,Maintenance,9,30.765,1.3923,Yes
3018,1402-PTHGN,Manager,Medium,Fixed,Development,24,31.075,3.1749,No
3019,4176-RELJR,Manager,Large,Flexible,Support,73,29.255,4.3443,No
3020,6214-EDAKZ,Manager,Small,Flexible,Maintenance,28,30.7575,3.4121,Yes
3021,5199-FPUSP,Non-Manager,Medium,Flexible,Support,39,29.7025,3.2279,No
3022,6377-KSLXC,Manager,Small,Flexible,Development,11,28.9975,1.2141,No
3023,1796-JANOW,Manager,Small,Flexible,Development,8,28.9975,1.0763,No
3024,0238-WHBIQ,Manager,Large,Flexible,Support,78,32.485,13.6786,No
3025,8735-NBLWT,Manager,Small,Flexible,Development,15,29.02,1.3682,No
3026,6651-RLGGM,Manager,Large,Flexible,Development,73,29.315,4.3778,No
3027,6127-ISGTU,Manager,Small,Fixed,Maintenance,22,32.2475,3.7565,Yes
3028,1614-JBEBI,Manager,Small,Fixed,Development,14,29.035,1.2752,No
3029,8740-XLHDR,Non-Manager,Small,Fixed,Development,11,30.1625,1.438,Yes
3030,1208-DNHLN,Manager,Medium,Fixed,Support,29,30.4175,3.1343,Yes
3031,1761-AEZZR,Manager,Small,Fixed,Maintenance,7,31.9775,1.1591,Yes
3032,3923-CSIHK,Manager,Small,Fixed,Maintenance,56,31.5525,7.8897,Yes
3033,5696-EXCYS,Manager,Large,Flexible,Support,23,28.9725,1.7381,No
3034,5795-KTGUD,Manager,Large,Fixed,Research,74,33.54,16.1072,No
3035,7120-RFMVS,Manager,Small,Flexible,Maintenance,7,32.225,1.169,Yes
3036,7924-GJZFI,Manager,Small,Fixed,Maintenance,31,31.465,4.6262,No
3037,4702-HDRKD,Non-Manager,Medium,Fixed,Research,73,30.4675,7.6427,No
3038,8512-WIWYV,Manager,Medium,Flexible,Support,38,29.0175,2.415,No
3039,5897-ZYEKH,Manager,Medium,Fixed,Maintenance,73,33.28,15.2243,No
3040,5456-ITGIC,Non-Manager,Large,Fixed,Support,78,31.2225,10.2822,No
3041,7317-GGVPB,Manager,Large,Fixed,Support,77,33.43,16.3818,Yes
3042,1406-PUQVY,Manager,Small,Fixed,Maintenance,7,30.495,1.0998,No
3043,1322-AGOQM,Non-Manager,Small,Flexible,Research,52,29.515,3.7602,Yes
3044,3677-IYRBF,Non-Manager,Small,Fixed,Maintenance,8,29.52,1.1573,Yes
3045,5692-FPTAH,Manager,Small,Fixed,Development,7,30.27,1.0908,Yes
3046,9114-AAFQH,Manager,Medium,Fixed,Maintenance,54,31.2825,7.1893,No
3047,8715-KKTFG,Manager,Medium,Fixed,Research,67,33.165,14.0367,No
3048,1550-LOAHA,Manager,Small,Flexible,Research,38,32.2075,6.1719,Yes
3049,1728-BQDMA,Manager,Small,Flexible,Maintenance,8,30.2225,1.1654,No
3050,0268-QKIWO,Manager,Small,Flexible,Maintenance,9,28.9875,1.1177,Yes
3051,0876-WDUUZ,Manager,Small,Fixed,Support,11,32.27,1.8518,Yes
3052,5117-ZSMHQ,Manager,Large,Flexible,Research,77,32.495,13.6854,No
3053,5151-HQRDG,Manager,Small,Fixed,Development,43,30.7525,5.0615,No
3054,0960-HUWBM,Manager,Large,Fixed,Research,71,33.205,14.4001,No
3055,6465-GSRCL,Manager,Medium,Fixed,Research,73,33.33,15.4894,No
3056,0617-FHSGK,Manager,Small,Flexible,Support,55,31.76,8.3566,Yes
3057,0263-FJTQO,Manager,Large,Fixed,Support,56,31.525,7.9733,No
3058,7319-ZNRTR,Manager,Medium,Flexible,Maintenance,31,28.98,1.8223,No
3059,2858-MOFSQ,Manager,Medium,Fixed,Development,23,30.7925,2.875,Yes
3060,7503-EPSZW,Manager,Large,Fixed,Development,70,29.2025,4.1183,No
3061,7089-XXAYG,Non-Manager,Medium,Fixed,Support,31,29.905,2.9408,No
3062,8118-LSUEL,Manager,Small,Fixed,Maintenance,29,33.32,5.967,Yes
3063,8070-AAWZP,Non-Manager,Small,Flexible,Development,30,29.7125,2.6564,No
3064,1666-JXLKU,Manager,Small,Fixed,Maintenance,43,33.0025,8.6211,No
3065,7855-DIWPO,Manager,Small,Fixed,Maintenance,27,31.4325,3.9864,No
3066,5133-POWUA,Manager,Small,Fixed,Development,7,30.29,1.0916,No
3067,5652-MSDEY,Manager,Small,Fixed,Development,16,31.7875,2.5546,No
3068,7005-CCBKV,Manager,Small,Fixed,Maintenance,12,32.22,2.1127,Yes
3069,1810-BOHSY,Manager,Medium,Fixed,Support,57,32.82,10.8221,No
3070,1784-BXEFA,Manager,Small,Fixed,Development,16,29.0275,1.3747,No
3071,7351-MHQVU,Non-Manager,Small,Flexible,Support,12,30.5475,1.6152,No
3072,9224-VTYID,Manager,Large,Fixed,Development,53,32.525,9.6367,No
3073,9500-IWPXQ,Manager,Medium,Fixed,Maintenance,67,31.97,10.6411,No
3074,5762-TJXGK,Non-Manager,Large,Fixed,Research,58,30.9375,7.0771,No
3075,4504-YOULA,Manager,Small,Fixed,Support,41,30.9725,5.2738,No
3076,5569-IDSEY,Manager,Medium,Fixed,Research,77,33.285,15.9443,No
3077,4250-FDVOU,Manager,Small,Flexible,Maintenance,12,30.8125,1.7782,Yes
3078,7284-ZZLOH,Manager,Large,Flexible,Support,51,30.665,5.5925,No
3079,5277-ZLOOR,Manager,Small,Fixed,Maintenance,8,32.2775,1.3749,Yes
3080,2141-RRYGO,Manager,Small,Fixed,Research,10,31.4325,1.5225,Yes
3081,1777-JYQPJ,Non-Manager,Small,Flexible,Development,8,29.215,1.0769,No
3082,6376-GAHQE,Manager,Small,Flexible,Maintenance,10,31.8925,1.5984,Yes
3083,3401-URHDA,Manager,Medium,Flexible,Support,57,30.995,7.0872,No
3084,1599-EAHXY,Manager,Medium,Flexible,Support,66,29.1975,4.0128,No
3085,8631-XVRZL,Manager,Medium,Fixed,Development,15,29.0075,1.3274,No
3086,5052-PNLOS,Manager,Small,Fixed,Research,9,33.2675,1.6465,Yes
3087,3853-LYGAM,Manager,Small,Fixed,Research,23,32.7825,4.28,No
3088,6979-ZNSFF,Manager,Small,Fixed,Maintenance,14,32.3525,2.5242,Yes
3089,5751-USDBL,Manager,Large,Flexible,Development,52,32.05,8.6927,No
3090,5680-LQOGP,Manager,Large,Fixed,Support,74,32.1225,12.2932,No
3091,2386-LAHRK,Manager,Small,Fixed,Development,7,30.675,1.107,Yes
3092,8189-DUKMV,Manager,Medium,Flexible,Research,10,29.025,1.1581,No
3093,6032-IGALN,Non-Manager,Small,Fixed,Development,7,29.255,1.0502,Yes
3094,9931-DCEZH,Manager,Medium,Fixed,Support,34,30.72,4.0332,No
3095,1898-JSNDC,Manager,Medium,Fixed,Support,45,30.93,5.449,No
3096,0315-LVCRK,Manager,Small,Flexible,Maintenance,17,32.24,2.7775,No
3097,3911-RSNHI,Non-Manager,Large,Fixed,Support,77,31.07,9.6207,No
3098,2410-CIYFZ,Manager,Small,Flexible,Development,8,29.02,1.0858,No
3099,4248-HCETZ,Manager,Small,Fixed,Development,36,31.9825,5.7303,Yes
3100,5505-OVWQW,Manager,Medium,Flexible,Development,23,29.0075,1.7073,No
3101,7271-AJDTL,Manager,Small,Fixed,Support,61,32.7225,11.1462,No
3102,1867-TJHTS,Manager,Small,Fixed,Research,64,31.99,10.0537,No
3103,0516-WJVXC,Manager,Small,Flexible,Maintenance,11,30.71,1.6165,Yes
3104,9174-FKWZE,Manager,Small,Fixed,Maintenance,7,28.9725,1.0389,Yes
3105,6860-YRJZP,Manager,Small,Fixed,Maintenance,15,31.7025,2.3569,No
3106,4429-WYGFR,Manager,Small,Flexible,Research,32,30.4575,3.4746,No
3107,2817-LVCPP,Manager,Large,Flexible,Support,56,28.97,3.0479,No
3108,5038-ETMLM,Manager,Large,Fixed,Research,78,33.6825,17.3655,No
3109,5056-FIMPT,Manager,Medium,Fixed,Support,49,33.3,10.0646,No
3110,4521-WFJAI,Manager,Large,Fixed,Research,62,29.2975,3.8881,No
3111,6569-KTMDU,Manager,Small,Flexible,Development,7,28.955,1.0382,No
3112,8809-RIHDD,Manager,Large,Fixed,Maintenance,78,33.17,15.7453,Yes
3113,8809-XKHMD,Manager,Large,Fixed,Research,78,33.0275,15.6502,No
3114,0396-YCHWO,Manager,Small,Fixed,Maintenance,42,32.77,7.9484,No
3115,0867-LDTTC,Manager,Small,Flexible,Research,11,31.7575,1.7853,No
3116,4822-NGOCH,Manager,Small,Fixed,Maintenance,19,32.2225,3.1172,Yes
3117,9391-DXGGG,Manager,Medium,Flexible,Support,50,32.4575,8.9815,No
3118,9844-FELAJ,Manager,Medium,Fixed,Maintenance,76,33.395,15.9517,No
3119,2122-SZZZD,Manager,Medium,Flexible,Support,50,28.975,2.671,No
3120,5307-DZCVC,Manager,Small,Fixed,Support,38,32.2975,6.2572,Yes
3121,3148-AOIQT,Manager,Large,Fixed,Support,75,29.2475,4.4367,No
3122,8679-JOEVF,Manager,Small,Flexible,Maintenance,22,30.97,3.0478,Yes
3123,8395-ETZKQ,Manager,Medium,Flexible,Research,74,28.975,3.3871,No
3124,6692-YQHXC,Manager,Small,Fixed,Support,22,31.4975,3.411,No
3125,3889-VWBID,Manager,Large,Flexible,Research,74,32.1425,12.5529,No
3126,5222-JCXZT,Manager,Small,Flexible,Development,10,28.95,1.1578,No
3127,9754-CLVZW,Non-Manager,Small,Flexible,Support,32,29.9425,3.0503,No
3128,1432-FPAXX,Non-Manager,Small,Fixed,Maintenance,35,29.53,2.7127,Yes
3129,2739-CCZMB,Manager,Small,Flexible,Support,11,29.0175,1.244,No
3130,7080-TNUWP,Manager,Medium,Fixed,Research,76,32.75,14.2058,No
3131,0496-AHOOK,Manager,Medium,Flexible,Research,30,31.72,4.4258,No
3132,8336-TAVKX,Manager,Large,Flexible,Research,78,31.9225,12.3645,No
3133,2468-SJFLM,Manager,Small,Fixed,Development,7,31.715,1.1486,No
3134,3181-VTHOE,Non-Manager,Medium,Fixed,Research,76,30.5525,8.2703,No
3135,7168-HDQHG,Manager,Small,Flexible,Research,42,28.96,2.4058,No
3136,4803-AXVYP,Manager,Small,Fixed,Maintenance,44,32.9775,8.4685,Yes
3137,3884-HCSWG,Manager,Small,Fixed,Maintenance,23,31.5,3.289,Yes
3138,4567-AKPIA,Manager,Medium,Fixed,Research,47,33.455,9.9085,No
3139,5077-DXTCG,Manager,Small,Fixed,Maintenance,7,30.265,1.0906,Yes
3140,1142-WACZW,Non-Manager,Small,Flexible,Research,8,29.4925,1.1512,Yes
3141,7901-HXJVA,Manager,Small,Flexible,Maintenance,20,31.8225,3.2351,No
3142,5649-ANRML,Manager,Small,Fixed,Support,8,32.755,1.3605,Yes
3143,4892-VLANZ,Manager,Small,Flexible,Development,7,28.99,1.0396,Yes
3144,5924-IFQTT,Manager,Small,Fixed,Maintenance,19,31.64,2.8601,No
3145,7968-QUXNS,Manager,Small,Flexible,Development,12,28.9475,1.2203,No
3146,2919-HBCJO,Manager,Small,Fixed,Research,10,31.8325,1.6672,Yes
3147,4236-XPXAV,Manager,Small,Fixed,Development,11,32.9575,1.9301,Yes
3148,8903-WMRNW,Manager,Small,Flexible,Maintenance,21,33.0875,4.3388,No
3149,2452-SNHFZ,Manager,Small,Flexible,Support,53,31.7725,8.0902,No
3150,3629-WEAAM,Manager,Small,Flexible,Development,14,31.205,2.0081,No
3151,6029-CSMJE,Non-Manager,Small,Fixed,Development,23,29.2825,1.8804,No
3152,7993-NQLJE,Manager,Small,Flexible,Development,21,31.755,3.3031,No
3153,9909-DFRJA,Manager,Medium,Fixed,Research,32,32.7925,5.9507,No
3154,9099-FTUHS,Manager,Small,Flexible,Maintenance,29,30.72,3.4985,No
3155,0581-BXBUB,Manager,Small,Flexible,Maintenance,10,31.6375,1.6355,No
3156,4962-CHQPW,Manager,Medium,Flexible,Development,35,28.9925,2.0701,No
3157,9467-ROOLM,Manager,Small,Flexible,Development,31,28.9525,1.9226,No
3158,3030-YZADT,Manager,Small,Flexible,Development,15,30.2475,1.862,Yes
3159,7410-KTVFV,Manager,Small,Fixed,Development,24,30.4775,2.7567,Yes
3160,5150-ITWWB,Manager,Small,Fixed,Maintenance,9,32.7425,1.6715,No
3161,2253-KPMNB,Non-Manager,Large,Flexible,Research,75,30.3125,7.2428,No
3162,1345-ZUKID,Manager,Medium,Flexible,Development,20,28.9675,1.6496,No
3163,6429-SHBCB,Manager,Small,Flexible,Development,25,31.48,3.7891,No
3164,9281-OFDMF,Manager,Small,Flexible,Maintenance,45,32.535,7.8265,No
3165,2603-HVKCG,Manager,Small,Fixed,Maintenance,37,33.07,7.2873,No
3166,1834-WULEG,Manager,Medium,Flexible,Development,30,29.0125,1.8795,No
3167,9097-ZUBYC,Manager,Small,Flexible,Research,20,30.44,2.3288,No
3168,5148-ORICT,Manager,Large,Fixed,Development,70,31.7175,10.5191,No
3169,4893-GYUJU,Manager,Medium,Fixed,Development,56,28.9675,3.066,No
3170,4578-PHJYZ,Manager,Medium,Fixed,Maintenance,58,31.4375,7.9657,No
3171,7272-QDCKA,Manager,Medium,Flexible,Maintenance,34,33.01,6.3769,No
3172,8908-SLFCJ,Manager,Large,Fixed,Support,27,29.0425,1.8705,No
3173,8393-DLHGA,Manager,Small,Fixed,Maintenance,31,32.795,5.8975,Yes
3174,9766-HGEDE,Manager,Medium,Flexible,Development,23,28.9675,1.614,No
3175,6968-MHOMU,Non-Manager,Medium,Fixed,Support,64,30.25,6.3787,No
3176,7395-IGJOS,Manager,Small,Flexible,Research,23,32.075,3.6584,Yes
3177,5044-XDPYX,Manager,Large,Flexible,Development,57,29.275,3.5625,No
3178,1814-WFGVS,Non-Manager,Large,Flexible,Development,78,30.445,8.054,No
3179,2834-SPCJV,Manager,Small,Flexible,Maintenance,58,32.205,9.6973,Yes
3180,3721-WKIIL,Manager,Large,Fixed,Development,33,28.98,2.1223,No
3181,6734-CKRSM,Manager,Small,Flexible,Development,9,29,1.1272,No
3182,1265-ZFOSD,Manager,Large,Fixed,Development,70,32.065,11.2586,No
3183,6568-POCUI,Manager,Large,Fixed,Support,51,32.76,9.5716,No
3184,7890-VYYWG,Non-Manager,Small,Fixed,Development,9,29.8225,1.1874,Yes
3185,5197-LQXXH,Manager,Large,Fixed,Support,77,32.165,12.789,No
3186,9907-SWKKF,Non-Manager,Small,Flexible,Development,7,29.2525,1.0501,Yes
3187,3457-PQBYH,Manager,Large,Flexible,Support,64,29.015,3.3215,No
3188,7682-AZNDK,Manager,Small,Fixed,Maintenance,40,32.4925,7.1835,No
3189,0587-DMGBH,Manager,Small,Fixed,Maintenance,14,30.4925,1.7311,Yes
3190,5384-ZTTWP,Manager,Small,Flexible,Development,21,28.99,1.5459,No
3191,3745-HRPHI,Non-Manager,Large,Flexible,Research,72,30.7325,8.264,No
3192,7636-OWBPG,Non-Manager,Small,Fixed,Support,18,29.4675,1.7624,No
3193,1231-YNDEK,Manager,Large,Fixed,Research,64,28.9575,3.071,No
3194,1407-DIGZV,Manager,Large,Flexible,Development,9,28.955,1.104,No
3195,6397-JNZZG,Non-Manager,Small,Flexible,Support,49,30.7775,5.6844,Yes
3196,0570-BFQHT,Manager,Small,Flexible,Maintenance,15,32.0275,2.3078,No
3197,4393-OBCRR,Manager,Medium,Flexible,Development,9,29.0125,1.1424,No
3198,3523-QRQLL,Manager,Medium,Fixed,Research,28,31.475,3.9964,Yes
3199,8564-LDKFL,Manager,Medium,Fixed,Research,46,33.3,9.3573,No
3200,3696-DFHHB,Manager,Large,Flexible,Research,74,29.275,4.6436,No
3201,0895-DQHEW,Manager,Small,Fixed,Maintenance,60,33.215,11.5563,Yes
3202,4717-GHADL,Manager,Large,Fixed,Development,56,31.98,9.0484,No
3203,5501-TVMGM,Manager,Small,Fixed,Maintenance,7,30.7625,1.1105,No
3204,5879-HMFFH,Manager,Large,Flexible,Research,78,32.4025,14.0416,No
3205,6772-WFQRD,Manager,Medium,Fixed,Research,46,29.02,2.7098,No
3206,3810-DVDQQ,Manager,Large,Fixed,Research,78,33.88,17.6178,No
3207,6972-SNKKW,Manager,Small,Flexible,Development,12,29,1.2184,No
3208,3694-GLTJM,Manager,Small,Fixed,Support,11,28.9825,1.1841,No
3209,8550-XSXUQ,Manager,Medium,Fixed,Support,54,31.5275,7.841,No
3210,8149-RSOUN,Manager,Small,Fixed,Maintenance,7,32.6925,1.1877,Yes
3211,9055-MOJJJ,Manager,Medium,Flexible,Development,70,31.29,9.136,No
3212,4359-INNWN,Manager,Medium,Flexible,Support,23,29.0025,1.6758,No
3213,0585-EGDDA,Manager,Small,Fixed,Maintenance,46,32,7.3375,No
3214,4032-RMHCI,Non-Manager,Medium,Flexible,Support,47,29.77,3.8248,No
3215,0549-CYCQN,Manager,Medium,Fixed,Research,57,31.98,8.9494,No
3216,3481-JHUZH,Manager,Small,Fixed,Maintenance,47,32.0125,7.878,No
3217,7250-EQKIY,Manager,Small,Flexible,Development,7,30.5225,1.1009,Yes
3218,3594-IVHJZ,Manager,Small,Fixed,Development,8,29.0225,1.0849,No
3219,6869-FGJJC,Manager,Medium,Flexible,Support,74,31.98,11.9229,No
3220,3896-ZVNET,Manager,Large,Flexible,Development,30,29.235,2.1435,No
3221,8205-VSLRB,Manager,Large,Flexible,Support,76,31.865,11.9964,No
3222,5960-MVTUK,Non-Manager,Small,Fixed,Maintenance,9,29.4875,1.1937,No
3223,6817-WTYHE,Manager,Small,Flexible,Research,8,30.245,1.2221,No
3224,3082-VQXNH,Non-Manager,Small,Flexible,Support,9,29.49,1.1888,No
